product_id,product_name,category,subcategory,unit_price,supplier_id,weight_kg,is_active
prod_00152,UltraSlim Notebook Plus,Electronics,Laptops,5309.92,supp_166,10.3,0
prod_00153,GamerX Laptop Lite,Electronics,Laptops,42779.63,supp_126,3.26,1
prod_00154,BudgetBook Laptop Pro,Electronics,Laptops,48117.8,supp_163,26.76,1
prod_00155,ThinEdge Laptop Pro Max,Electronics,Laptops,24067.49,supp_040,13.12,1
prod_00156,StudentBook 14 Mini,Electronics,Laptops,37222.17,supp_167,8.18,1
prod_00157,PowerStation Laptop XL,Electronics,Laptops,40793.56,supp_138,23.26,1
prod_00158,CloudBook Lite SE,Electronics,Laptops,24313.94,supp_188,17.81,0
prod_00159,WorkPro Laptop 17 New,Electronics,Laptops,17470.62,supp_063,24.94,1
prod_00160,Galaxy Lite Phone,Electronics,Phones,15388.56,supp_116,7.39,1
prod_00161,SmartPro Max,Electronics,Phones,24306.01,supp_157,20.08,1
prod_00162,BudgetCall Phone,Electronics,Phones,18147.04,supp_127,25.54,1
prod_00163,NovaPro Smartphone,Electronics,Phones,10728.31,supp_055,10.71,1
prod_00164,UltraView Phone,Electronics,Phones,14400.92,supp_072,26.42,1
prod_00165,MiniCall Phone,Electronics,Phones,35656.82,supp_071,16.72,1
prod_00166,FlexiPhone 5G,Electronics,Phones,26798.11,supp_049,2.66,1
prod_00167,DualSIM Pro,Electronics,Phones,36563.58,supp_126,16.7,1
prod_00168,CameraPhone Ultra,Electronics,Phones,13535.55,supp_122,19.41,1
prod_00169,ValuePhone SE,Electronics,Phones,25559.42,supp_005,2.88,0
prod_00170,Galaxy Lite Phone V2,Electronics,Phones,12636.63,supp_178,7.37,1
prod_00171,SmartPro Max Plus,Electronics,Phones,0,supp_095,14.25,1
prod_00172,BudgetCall Phone Lite,Electronics,Phones,27484.25,supp_109,29.9,1
prod_00173,NovaPro Smartphone Pro,Electronics,Phones,28418.65,supp_091,21.12,1
prod_00174,UltraView Phone Max,Electronics,Phones,15003.99,supp_065,6.99,1
prod_00175,MiniCall Phone Mini,Electronics,Phones,36621.65,supp_081,3.67,1
prod_00176,FlexiPhone 5G XL,Electronics,Phones,27721.47,supp_196,20.74,1
prod_00177,DualSIM Pro SE,Electronics,Phones,11193.97,supp_190,14.58,1
prod_00178,CameraPhone Ultra New,Electronics,Phones,36780.08,supp_195,15.79,1
prod_00179,ValuePhone SE Ultra,Electronics,Phones,15583.94,supp_026,25,1
prod_00180,Galaxy Lite Phone 2023,Electronics,Phones,16219.83,supp_093,5.47,0
prod_00181,SmartPro Max Elite,Electronics,Phones,2679.12,supp_137,3.88,1
prod_00182,BudgetCall Phone Basic,Electronics,Phones,4184.75,supp_014,16.65,1
prod_00183,NovaPro Smartphone Eco,Electronics,Phones,35476.03,supp_033,19.17,1
prod_00184,UltraView Phone Value,Electronics,Phones,38134.02,supp_027,26.19,1
prod_00185,MiniCall Phone Prime,Electronics,Phones,29555.08,supp_121,14.41,1
prod_00186,FlexiPhone 5G Neo,Electronics,Phones,18353.88,supp_014,7.65,1
prod_00187,DualSIM Pro Air,Electronics,Phones,0,supp_030,24.68,1
prod_00188,CameraPhone Ultra Core,Electronics,Phones,21233.96,supp_019,17.35,1
prod_00189,ValuePhone SE One,Electronics,Phones,34949.65,supp_039,4.56,1
prod_00190,Galaxy Lite Phone V2,Electronics,Phones,29016.3,supp_078,2.65,1
prod_00191,SmartPro Max Plus,Electronics,Phones,13913.17,supp_143,22.96,1
prod_00192,BudgetCall Phone Lite,Electronics,Phones,31103.25,supp_159,6.85,1
prod_00193,NovaPro Smartphone Pro,Electronics,Phones,27083.48,supp_116,27.26,1
prod_00194,UltraView Phone Max,,Phones,16272.95,supp_151,29.7,1
prod_00195,MiniCall Phone Mini,Electronics,Phones,16658.25,supp_159,1.9,1
prod_00196,FlexiPhone 5G XL,Electronics,Phones,48085.22,supp_026,28.43,1
prod_00197,DualSIM Pro SE,Electronics,Phones,11973.82,supp_055,8.01,1
prod_00198,CameraPhone Ultra New,Electronics,Phones,5897,supp_062,5.3,1
prod_00199,ValuePhone SE Ultra,Electronics,Phones,5603.11,supp_001,12.31,1
prod_00200,Galaxy Lite Phone 2023,Electronics,Phones,35089.81,supp_121,8.81,0
prod_00201,SmartPro Max Elite,Electronics,Phones,13110.86,supp_181,8.55,1
prod_00202,BudgetCall Phone Basic,Electronics,Phones,43261.12,supp_019,20.65,1
prod_00203,NovaPro Smartphone Eco,Electronics,Phones,46347.73,supp_161,17.73,1
prod_00204,UltraView Phone Value,Electronics,Phones,40587.47,supp_051,12.81,1
prod_00205,MiniCall Phone Prime,Electronics,Phones,28138.99,supp_166,4.55,1
prod_00206,FlexiPhone 5G Neo,Electronics,Phones,14750.36,supp_037,2.24,1
prod_00207,DualSIM Pro Air,Electronics,Phones,9964.29,supp_079,17.89,1
prod_00208,CameraPhone Ultra Core,Electronics,Phones,41563.53,supp_074,13.23,1
prod_00209,ValuePhone SE One,Electronics,Phones,24497.5,supp_078,21.02,1
prod_00210,Galaxy Lite Phone V2,Electronics,Phones,47248.46,supp_129,16.25,1
prod_00211,SmartPro Max Plus,Electronics,Phones,23012.43,supp_154,1.29,1
prod_00212,BudgetCall Phone Lite,Electronics,Phones,22737.38,supp_083,18.15,1
prod_00213,NovaPro Smartphone Pro,Electronics,Phones,3241.51,supp_059,28.86,1
prod_00214,UltraView Phone Max,Electronics,Phones,42126.01,supp_148,17.65,1
prod_00215,MiniCall Phone Mini,Electronics,Phones,2995.78,supp_196,20.2,1
prod_00216,FlexiPhone 5G XL,Electronics,Phones,14936.53,supp_011,22.92,1
prod_00217,DualSIM Pro SE,Electronics,Phones,10409.15,supp_133,19.58,1
prod_00218,CameraPhone Ultra New,Electronics,Phones,45971.49,supp_047,29.91,1
prod_00219,ValuePhone SE Ultra,Electronics,Phones,22922.48,supp_126,29.07,1
prod_00220,Galaxy Lite Phone 2023,Electronics,Phones,24560.5,supp_105,10.07,1
prod_00221,SmartPro Max Elite,Electronics,Phones,34166.41,supp_042,9.96,1
prod_00222,BudgetCall Phone Basic,Electronics,Phones,35296.34,supp_074,19.91,1
prod_00223,NovaPro Smartphone Eco,Electronics,Phones,21221.71,supp_195,16.55,1
prod_00224,UltraView Phone Value,Electronics,Phones,23831.64,supp_081,7.65,1
prod_00225,MiniCall Phone Prime,Electronics,Phones,7564.24,supp_198,12.18,1
prod_00226,FlexiPhone 5G Neo,Electronics,Phones,26700.62,supp_001,19.76,1
prod_00227,DualSIM Pro Air,Electronics,Phones,28044.49,supp_106,1.72,1
prod_00228,CameraPhone Ultra Core,Electronics,Phones,26885.09,supp_160,22.72,0
prod_00229,ValuePhone SE One,Electronics,Phones,32019.62,supp_195,1.64,0
prod_00230,Galaxy Lite Phone V2,Electronics,Phones,14818.7,supp_034,27.84,1
prod_00231,SmartPro Max Plus,Electronics,Phones,23029.57,supp_179,14.59,1
prod_00232,BudgetCall Phone Lite,Electronics,Phones,3385.73,supp_162,18.31,1
prod_00233,NovaPro Smartphone Pro,Electronics,Phones,13486.28,supp_041,9.39,1
prod_00234,UltraView Phone Max,Electronics,Phones,2656.37,supp_105,2.89,1
prod_00235,MiniCall Phone Mini,Electronics,Phones,49628.34,supp_030,13.9,1
prod_00236,FlexiPhone 5G XL,Electronics,Phones,0,supp_040,15,1
prod_00237,DualSIM Pro SE,Electronics,Phones,36396.96,supp_131,21.19,1
prod_00238,CameraPhone Ultra New,Electronics,Phones,21943.54,supp_124,29.41,1
prod_00239,ValuePhone SE Ultra,Electronics,Phones,13699.08,supp_142,4.42,1
prod_00240,Galaxy Lite Phone 2023,Electronics,Phones,11149.3,supp_154,15.3,1
prod_00241,SmartPro Max Elite,Electronics,Phones,44207.66,supp_018,8.36,0
prod_00242,BudgetCall Phone Basic,Electronics,Phones,39920.3,supp_107,10.26,1
prod_00243,NovaPro Smartphone Eco,Electronics,Phones,39810.44,supp_069,24.63,1
prod_00244,UltraView Phone Value,Electronics,Phones,15576.27,supp_077,25.14,1
prod_00245,MiniCall Phone Prime,Electronics,Phones,,supp_169,14.74,1
prod_00246,FlexiPhone 5G Neo,Electronics,Phones,9132.58,supp_138,14.58,1
prod_00247,DualSIM Pro Air,Electronics,Phones,17957.12,supp_196,16.35,1
prod_00248,CameraPhone Ultra Core,Electronics,Phones,23856.54,supp_083,26.1,1
prod_00249,ValuePhone SE One,Electronics,Phones,49077.18,supp_062,17.2,0
prod_00250,Galaxy Lite Phone V2,Electronics,Phones,13211,supp_199,12.38,1
prod_00251,SmartPro Max Plus,Electronics,Phones,17272.46,supp_122,21.19,1
prod_00252,BudgetCall Phone Lite,Electronics,Phones,40947.63,supp_099,29.65,1
prod_00253,NovaPro Smartphone Pro,Electronics,Phones,40034.9,supp_167,29.43,1
prod_00254,UltraView Phone Max,Electronics,Phones,25775.78,supp_010,3.87,1
prod_00255,MiniCall Phone Mini,Electronics,Phones,48336.97,supp_085,26.1,1
prod_00256,FlexiPhone 5G XL,Electronics,Phones,43961.14,supp_113,3.08,1
prod_00257,DualSIM Pro SE,Electronics,Phones,,supp_004,21.7,1
prod_00258,CameraPhone Ultra New,Electronics,Phones,21678.97,supp_168,29.1,1
prod_00259,ValuePhone SE Ultra,Electronics,Phones,5591.76,supp_068,10.22,1
prod_00260,Galaxy Lite Phone 2023,Electronics,Phones,35249.82,supp_167,2.5,1
prod_00261,SmartPro Max Elite,Electronics,Phones,17771.15,supp_173,25.79,1
prod_00262,BudgetCall Phone Basic,Electronics,Phones,20240.45,supp_082,18.84,1
prod_00263,NovaPro Smartphone Eco,Electronics,Phones,44597.06,supp_125,26.18,1
prod_00264,UltraView Phone Value,,Phones,3723.16,supp_018,7.12,1
prod_00265,MiniCall Phone Prime,Electronics,Phones,34851.18,supp_074,29.92,1
prod_00266,FlexiPhone 5G Neo,Electronics,Phones,37844.79,supp_112,29.35,1
prod_00267,DualSIM Pro Air,Electronics,Phones,38497.75,supp_181,26.19,1
prod_00268,CameraPhone Ultra Core,Electronics,Phones,23296.57,supp_178,9.05,1
prod_00269,ValuePhone SE One,Electronics,Phones,3389.47,supp_084,23.9,1
prod_00270,Galaxy Lite Phone V2,Electronics,Phones,16081.65,supp_096,12.98,1
prod_00271,SmartPro Max Plus,Electronics,Phones,13721.48,supp_106,17.02,1
prod_00272,BudgetCall Phone Lite,Electronics,Phones,40040.93,supp_044,5.33,1
prod_00273,NovaPro Smartphone Pro,Electronics,Phones,31255.61,supp_098,18.63,1
prod_00274,UltraView Phone Max,Electronics,Phones,13559.83,supp_150,4.38,1
prod_00275,MiniCall Phone Mini,Electronics,Phones,24135.2,supp_066,13.84,1
prod_00276,FlexiPhone 5G XL,Electronics,Phones,34008.35,supp_120,27.05,1
prod_00277,DualSIM Pro SE,Electronics,Phones,34525.32,supp_041,2.31,1
prod_00278,CameraPhone Ultra New,Electronics,Phones,47371.31,supp_151,9.04,1
prod_00279,ValuePhone SE Ultra,Electronics,Phones,48177.4,supp_177,7.58,1
prod_00280,Galaxy Lite Phone 2023,Electronics,Phones,42574.59,supp_051,29.98,0
prod_00281,SmartPro Max Elite,Electronics,Phones,42960.1,supp_028,7.19,1
prod_00282,BudgetCall Phone Basic,Electronics,Phones,29452.29,supp_148,8.95,1
prod_00283,NovaPro Smartphone Eco,Electronics,Phones,35565.4,supp_006,29.34,1
prod_00284,UltraView Phone Value,Electronics,Phones,33595.03,supp_071,0.34,1
prod_00285,MiniCall Phone Prime,Electronics,Phones,43523.24,supp_200,22.37,1
prod_00286,FlexiPhone 5G Neo,Electronics,Phones,4354.12,supp_156,22.38,1
prod_00287,DualSIM Pro Air,Electronics,Phones,41976.27,supp_074,23.29,1
prod_00288,CameraPhone Ultra Core,,Phones,13045.68,supp_091,6.65,1
prod_00289,ValuePhone SE One,Electronics,Phones,11126.34,supp_065,20.37,1
prod_00290,Galaxy Lite Phone V2,Electronics,Phones,36604.56,supp_169,20.46,1
prod_00291,SmartPro Max Plus,Electronics,Phones,8565.4,supp_025,27.11,1
prod_00292,BudgetCall Phone Lite,Electronics,Phones,33024.35,supp_080,23.68,1
prod_00293,NovaPro Smartphone Pro,Electronics,Phones,3601.5,supp_094,22,1
prod_00294,UltraView Phone Max,Electronics,Phones,6326.4,supp_076,9.87,1
prod_00295,MiniCall Phone Mini,Electronics,Phones,21944.15,supp_052,4.05,1
prod_00296,FlexiPhone 5G XL,Electronics,Phones,27891.57,supp_094,15.97,1
prod_00297,DualSIM Pro SE,Electronics,Phones,45847.37,supp_043,7.78,0
prod_00298,CameraPhone Ultra New,Electronics,Phones,41585.11,supp_124,29.02,1
prod_00299,ValuePhone SE Ultra,Electronics,Phones,16166.79,supp_087,24.15,1
prod_00300,Galaxy Lite Phone 2023,Electronics,Phones,24479.91,supp_020,4.31,1
prod_00301,SmartPro Max Elite,Electronics,Phones,48392.01,supp_174,21.75,1
prod_00302,BudgetCall Phone Basic,Electronics,Phones,49037.23,supp_143,11.04,1
prod_00303,NovaPro Smartphone Eco,Electronics,Phones,39952.73,supp_004,8.01,1
prod_00304,UltraView Phone Value,Electronics,Phones,7932.26,supp_095,20.22,1
prod_00305,MiniCall Phone Prime,Electronics,Phones,34272.36,supp_150,11.49,1
prod_00306,FlexiPhone 5G Neo,Electronics,Phones,32650.36,supp_096,3.34,1
prod_00307,DualSIM Pro Air,Electronics,Phones,13223.45,supp_007,18.62,1
prod_00308,CameraPhone Ultra Core,Electronics,Phones,47272.12,supp_084,27.47,1
prod_00309,ValuePhone SE One,Electronics,Phones,12625.63,supp_017,19.1,1
prod_00310,Galaxy Lite Phone V2,Electronics,Phones,24284.84,supp_180,9.14,1
prod_00311,SmartPro Max Plus,Electronics,Phones,21598.2,supp_036,1.46,1
prod_00312,BudgetCall Phone Lite,Electronics,Phones,3786.18,supp_127,3.57,1
prod_00313,NovaPro Smartphone Pro,Electronics,Phones,13270.4,supp_138,4.16,1
prod_00314,UltraView Phone Max,Electronics,Phones,23774.9,supp_172,28.49,1
prod_00315,MiniCall Phone Mini,Electronics,Phones,35431.23,supp_139,12.63,1
prod_00316,FlexiPhone 5G XL,Electronics,Phones,37628.91,supp_040,26.57,1
